time_stamp,battery_power_kw
2022-05-27 00:03:00.009681+00,-93.5
2022-05-27 00:03:30.001563+00,-74.6
2022-05-27 00:04:00.002022+00,-76.2
2022-05-27 00:04:30.007468+00,-74.6
2022-05-27 00:05:00.005522+00,-100.4
2022-05-27 00:05:30.001446+00,-101
2022-05-27 00:06:00.001878+00,-74.2
2022-05-27 00:06:30.001726+00,-96.3
2022-05-27 00:07:00.022046+00,-73.1
2022-05-27 00:07:30.001456+00,-89.8
2022-05-27 00:08:00.001508+00,-95.5
2022-05-27 00:08:30.001621+00,-84.3
2022-05-27 00:09:00.002567+00,-99.4
2022-05-27 00:09:30.001467+00,-74.6
2022-05-27 00:10:00.006694+00,-98.4
2022-05-27 00:10:30.00153+00,-102.5
2022-05-27 00:11:00.005244+00,-86.6
2022-05-27 00:11:30.001474+00,-124.2
2022-05-27 00:12:00.018691+00,-82.8
2022-05-27 00:12:30.001531+00,-102
2022-05-27 00:13:00.012604+00,-103.7
2022-05-27 00:13:30.001712+00,-100.2
2022-05-27 00:14:00.002256+00,-95.2
2022-05-27 00:14:30.002379+00,-94.2
2022-05-27 00:15:00.003151+00,-103
2022-05-27 00:15:30.003988+00,-111.6
2022-05-27 00:16:00.006029+00,114
2022-05-27 00:16:30.001543+00,90.8
2022-05-27 00:17:00.002722+00,125.9
2022-05-27 00:17:30.001445+00,145.9
2022-05-27 00:18:00.002234+00,109.1
2022-05-27 00:18:30.001628+00,130.5
2022-05-27 00:19:00.002168+00,127.2
2022-05-27 00:19:30.004587+00,151.8
2022-05-27 00:20:00.013844+00,163.1
2022-05-27 00:20:30.001815+00,128.2
2022-05-27 00:21:00.006123+00,146.1
2022-05-27 00:21:30.001467+00,116
2022-05-27 00:22:00.00635+00,132.5
2022-05-27 00:22:30.002159+00,139.8
2022-05-27 00:23:00.022061+00,117.9
2022-05-27 00:23:30.001409+00,121.9
2022-05-27 00:24:00.007751+00,106.7
2022-05-27 00:24:30.004159+00,102.4
2022-05-27 00:25:00.006175+00,99.5
2022-05-27 00:25:30.002121+00,83.2
2022-05-27 00:26:00.006037+00,97.1
2022-05-27 00:26:30.004969+00,76.3
2022-05-27 00:27:00.002447+00,88.5
2022-05-27 00:27:30.006624+00,99.2
2022-05-27 00:28:00.002164+00,70.4
2022-05-27 00:28:30.00227+00,91.5
2022-05-27 00:29:00.002369+00,80.6
2022-05-27 00:29:30.001513+00,86.3
2022-05-27 00:30:00.001571+00,85.1
2022-05-27 00:30:30.002578+00,79.8
2022-05-27 00:31:00.016136+00,89
2022-05-27 00:31:30.002033+00,120.7
2022-05-27 00:32:00.003112+00,84.5
2022-05-27 00:32:30.001895+00,72.6
2022-05-27 00:33:00.006821+00,60.6
2022-05-27 00:33:30.001429+00,70.6
2022-05-27 00:34:00.001464+00,67.4
2022-05-27 00:34:30.001757+00,85
2022-05-27 00:35:00.001958+00,68.7
2022-05-27 00:35:30.003075+00,67.3
2022-05-27 00:36:00.003195+00,73.9
2022-05-27 00:36:30.001484+00,64
2022-05-27 00:37:00.005134+00,78.8
2022-05-27 00:37:30.001664+00,63.2
2022-05-27 00:38:00.013462+00,64.2
2022-05-27 00:38:30.002096+00,67.9
2022-05-27 00:39:00.004706+00,72.2
2022-05-27 00:39:30.002092+00,80.6
2022-05-27 00:40:00.00232+00,66.2
2022-05-27 00:40:30.00147+00,89.7
2022-05-27 00:41:00.023386+00,88.3
2022-05-27 00:41:30.001454+00,72.9
2022-05-27 00:42:00.01088+00,132.4
2022-05-27 00:42:30.005357+00,53.6
2022-05-27 00:43:00.007895+00,56.3
2022-05-27 00:43:30.001558+00,46.6
2022-05-27 00:44:00.007108+00,33.4
2022-05-27 00:44:30.00141+00,29.2
2022-05-27 00:45:00.001601+00,30.1
2022-05-27 00:45:30.002243+00,69.8
2022-05-27 00:46:00.022377+00,74.8
2022-05-27 00:46:30.001477+00,119.8
2022-05-27 00:47:00.001405+00,143.3
2022-05-27 00:47:30.001458+00,46.5
2022-05-27 00:48:00.018125+00,55.7
2022-05-27 00:48:30.001619+00,100
2022-05-27 00:49:00.003189+00,124
2022-05-27 00:49:30.001565+00,40.1
2022-05-27 00:50:00.001474+00,25.9
2022-05-27 00:50:30.001402+00,46.6
2022-05-27 00:51:00.009541+00,31.8
2022-05-27 00:51:30.002594+00,45.9
2022-05-27 00:52:00.015217+00,47.7
2022-05-27 00:52:30.001449+00,28.5
2022-05-27 00:53:00.002008+00,44
2022-05-27 00:53:30.001378+00,45.2
2022-05-27 00:54:00.02911+00,33.2
2022-05-27 00:54:30.001615+00,23.8
2022-05-27 00:55:00.002937+00,19.7
2022-05-27 00:55:30.001433+00,47.4
2022-05-27 00:56:00.005011+00,60
2022-05-27 00:56:30.001514+00,152.3
2022-05-27 00:57:00.01538+00,145
2022-05-27 00:57:30.001831+00,31.2
2022-05-27 00:58:00.002287+00,34.3
2022-05-27 00:58:30.002232+00,26
2022-05-27 00:59:00.001983+00,46
2022-05-27 00:59:30.001434+00,35
2022-05-27 01:00:00.0227+00,17.1
2022-05-27 01:00:30.002468+00,35.7
2022-05-27 01:01:00.022082+00,14.9
2022-05-27 01:01:30.001502+00,22
2022-05-27 01:02:00.004024+00,14.9
2022-05-27 01:02:30.001696+00,27.5
2022-05-27 01:03:00.001736+00,29.9
2022-05-27 01:03:30.002082+00,16.9
2022-05-27 01:04:00.002697+00,24.6
2022-05-27 01:04:30.002626+00,6.2
2022-05-27 01:05:00.003505+00,18.5
2022-05-27 01:05:30.001528+00,17
2022-05-27 01:06:00.016479+00,34.9
2022-05-27 01:06:30.002309+00,14.8
2022-05-27 01:07:00.01721+00,8.2
2022-05-27 01:07:30.001886+00,13.9
2022-05-27 01:08:00.008854+00,10.6
2022-05-27 01:08:30.001845+00,6.7
2022-05-27 01:09:00.007529+00,18.9
2022-05-27 01:09:30.001452+00,5.6
2022-05-27 01:10:00.002526+00,31.9
2022-05-27 01:10:30.001492+00,38.4
2022-05-27 01:11:00.010057+00,24.1
2022-05-27 01:11:30.001487+00,30.6
2022-05-27 01:12:00.001986+00,16.9
2022-05-27 01:12:30.005289+00,16
2022-05-27 01:13:00.016531+00,21.4
2022-05-27 01:13:30.001841+00,4.1
2022-05-27 01:14:00.002439+00,15.8
2022-05-27 01:14:30.00157+00,18.7
2022-05-27 01:15:00.004651+00,24.3
2022-05-27 01:15:30.002347+00,30.5
2022-05-27 01:16:00.001999+00,11.4
2022-05-27 01:16:30.003541+00,26.8
2022-05-27 01:17:00.017427+00,26.6
2022-05-27 01:17:30.001379+00,7.4
2022-05-27 01:18:00.002745+00,24.4
2022-05-27 01:18:30.001675+00,23.1
2022-05-27 01:19:00.018082+00,47.5
2022-05-27 01:19:30.001682+00,43.6
2022-05-27 01:20:00.002925+00,30
2022-05-27 01:20:30.001508+00,44.8
2022-05-27 01:21:00.00224+00,34.5
2022-05-27 01:21:30.00153+00,43.9
2022-05-27 01:22:00.01412+00,43.1
2022-05-27 01:22:30.001534+00,29.6
2022-05-27 01:23:00.011855+00,40.8
2022-05-27 01:23:30.001585+00,49
2022-05-27 01:24:00.002028+00,42.1
2022-05-27 01:24:30.003213+00,65.6
2022-05-27 01:25:00.014854+00,83.4
2022-05-27 01:25:30.001461+00,86
2022-05-27 01:26:00.003641+00,92.3
2022-05-27 01:26:30.001599+00,104.9
2022-05-27 01:27:00.001453+00,80.7
2022-05-27 01:27:30.001551+00,44.2
2022-05-27 01:28:00.013895+00,50.8
2022-05-27 01:28:30.001601+00,63.2
2022-05-27 01:29:00.015584+00,37.7
2022-05-27 01:29:30.001616+00,50.8
2022-05-27 01:30:00.011991+00,49.4
2022-05-27 01:30:30.0014+00,41.5
2022-05-27 01:31:00.00209+00,27.1
2022-05-27 01:31:30.001524+00,6.2
2022-05-27 01:32:00.015343+00,12.7
2022-05-27 01:32:30.001419+00,-3.8
2022-05-27 01:33:00.015914+00,-3.1
2022-05-27 01:33:30.003868+00,12.5
2022-05-27 01:34:00.004344+00,-11.2
2022-05-27 01:34:30.001676+00,6.5
2022-05-27 01:35:00.014683+00,-1.7
2022-05-27 01:35:30.006627+00,5.4
2022-05-27 01:36:00.002185+00,9.4
2022-05-27 01:36:30.00148+00,-2.9
2022-05-27 01:37:00.018352+00,-2.3
2022-05-27 01:37:30.001396+00,-16.1
2022-05-27 01:38:00.026028+00,5.6
2022-05-27 01:38:30.002351+00,-5.1
2022-05-27 01:39:00.003224+00,-25.1
2022-05-27 01:39:30.001582+00,-8.8
2022-05-27 01:40:00.002399+00,6.2
2022-05-27 01:40:30.00194+00,2.2
2022-05-27 01:41:00.002023+00,-17.2
2022-05-27 01:41:30.001997+00,-30.1
2022-05-27 01:42:00.002743+00,-35.6
2022-05-27 01:42:30.001621+00,-57.4
2022-05-27 01:43:00.010751+00,-60.2
2022-05-27 01:43:30.001745+00,-49.1
2022-05-27 01:44:00.013733+00,86.1
2022-05-27 01:44:30.001624+00,8.6
2022-05-27 01:45:00.003201+00,-84
2022-05-27 01:45:30.004428+00,-76
2022-05-27 01:46:00.012346+00,-86.8
2022-05-27 01:46:30.001645+00,-65.4
2022-05-27 01:47:00.017279+00,-74.6
2022-05-27 01:47:30.003488+00,-90.2
2022-05-27 01:48:00.002223+00,-69.7
2022-05-27 01:48:30.005943+00,-83.2
2022-05-27 01:49:00.00199+00,-82.1
2022-05-27 01:49:30.005916+00,-77.4
2022-05-27 01:50:00.019379+00,-80.9
2022-05-27 01:50:30.006915+00,-74.2
2022-05-27 01:51:00.002065+00,-66.9
2022-05-27 01:51:30.001616+00,-44.5
2022-05-27 01:52:00.015766+00,-62.3
2022-05-27 01:52:30.001583+00,-87.2
2022-05-27 01:53:00.018082+00,-70.5
2022-05-27 01:53:30.001419+00,-75.1
2022-05-27 01:54:00.003179+00,-99.8
2022-05-27 01:54:30.001701+00,-97.6
2022-05-27 01:55:00.014409+00,-104.5
2022-05-27 01:55:30.001591+00,-104.9
2022-05-27 01:56:00.001458+00,-116
2022-05-27 01:56:30.002717+00,-63.5
2022-05-27 01:57:00.010513+00,-20.2
2022-05-27 01:57:30.002057+00,-119.6
2022-05-27 01:58:00.015572+00,-101.7
2022-05-27 01:58:30.001631+00,78.7
2022-05-27 01:59:00.011912+00,-30.9
2022-05-27 01:59:30.002974+00,63
2022-05-27 02:00:00.002187+00,-46.5
2022-05-27 02:00:30.001933+00,42
2022-05-27 02:01:00.005394+00,44.2
2022-05-27 02:01:30.001327+00,36.7
2022-05-27 02:02:00.001372+00,101.7
2022-05-27 02:02:30.001422+00,-114
2022-05-27 02:03:00.014155+00,-99.5
2022-05-27 02:03:30.00213+00,-28.5
2022-05-27 02:04:00.013837+00,-66.1
2022-05-27 02:04:30.001547+00,63.9
2022-05-27 02:05:00.001951+00,94.2
2022-05-27 02:05:30.002104+00,6.9
2022-05-27 02:06:00.012636+00,13.4
2022-05-27 02:06:30.001454+00,-19
2022-05-27 02:07:00.001967+00,56.2
2022-05-27 02:07:30.00153+00,-66.7
2022-05-27 02:08:00.004977+00,67.6
2022-05-27 02:08:30.001705+00,-43.7
2022-05-27 02:09:00.002205+00,-13.2
2022-05-27 02:09:30.001448+00,26.5
2022-05-27 02:10:00.001992+00,-63.2
2022-05-27 02:10:30.001591+00,-72.7
2022-05-27 02:11:00.015066+00,-55.4
2022-05-27 02:11:30.001579+00,-87.2
2022-05-27 02:12:00.012758+00,63.1
2022-05-27 02:12:30.001542+00,-86.9
2022-05-27 02:13:00.00277+00,-38.3
2022-05-27 02:13:30.002287+00,42.8
2022-05-27 02:14:00.002333+00,140
2022-05-27 02:14:30.00142+00,120.7
2022-05-27 02:15:00.014951+00,154.9
2022-05-27 02:15:30.001544+00,185
2022-05-27 02:16:00.015387+00,-47.6
2022-05-27 02:16:30.001408+00,-72.4
2022-05-27 02:17:00.001985+00,-61.7
2022-05-27 02:17:30.001679+00,-55.3
2022-05-27 02:18:00.02094+00,34.4
2022-05-27 02:18:30.001821+00,-39.8
2022-05-27 02:19:00.002115+00,-73.1
2022-05-27 02:19:30.00396+00,-39.1
2022-05-27 02:20:00.002164+00,133.8
2022-05-27 02:20:30.001489+00,-58.1
2022-05-27 02:21:00.010991+00,-82.8
2022-05-27 02:21:30.001986+00,21.2
2022-05-27 02:22:00.014045+00,19.9
2022-05-27 02:22:30.001682+00,113
2022-05-27 02:23:00.001984+00,-102.1
2022-05-27 02:23:30.002616+00,135.1
2022-05-27 02:24:00.012003+00,133
2022-05-27 02:24:30.001507+00,147.8
2022-05-27 02:25:00.002302+00,206.9
2022-05-27 02:25:30.001375+00,108.5
2022-05-27 02:26:00.018681+00,-2.3
2022-05-27 02:26:30.00139+00,74.7
2022-05-27 02:27:00.013513+00,-3.5
2022-05-27 02:27:30.001714+00,-78.8
2022-05-27 02:28:00.011215+00,101.7
2022-05-27 02:28:30.003035+00,-20.3
2022-05-27 02:29:00.011721+00,115.2
2022-05-27 02:29:30.001361+00,125.6
2022-05-27 02:30:00.002673+00,96
2022-05-27 02:30:30.001537+00,127.6
2022-05-27 02:31:00.002253+00,123.2
2022-05-27 02:31:30.006608+00,94
2022-05-27 02:32:00.013149+00,86.3
2022-05-27 02:32:30.001587+00,-146.8
2022-05-27 02:33:00.010739+00,109.5
2022-05-27 02:33:30.001492+00,112.3
2022-05-27 02:34:00.018174+00,89.3
2022-05-27 02:34:30.001413+00,91.8
2022-05-27 02:35:00.013909+00,58.3
2022-05-27 02:35:30.001522+00,-145.7
2022-05-27 02:36:00.00204+00,9.4
2022-05-27 02:36:30.001543+00,-172
2022-05-27 02:37:00.016729+00,-16.7
2022-05-27 02:37:30.001801+00,-57
2022-05-27 02:38:00.002084+00,-159.4
2022-05-27 02:38:30.001681+00,-136.2
2022-05-27 02:39:00.002216+00,41.5
2022-05-27 02:39:30.00145+00,37.3
2022-05-27 02:40:00.015291+00,-92.9
2022-05-27 02:40:30.001627+00,-187.4
2022-05-27 02:41:00.007712+00,-150.7
2022-05-27 02:41:30.001575+00,-162.9
2022-05-27 02:42:00.014334+00,-142.7
2022-05-27 02:42:30.001639+00,-139.2
2022-05-27 02:43:00.013349+00,19.6
2022-05-27 02:43:30.001434+00,-139
2022-05-27 02:44:00.016402+00,-159.4
2022-05-27 02:44:30.004428+00,68.3
2022-05-27 02:45:00.011041+00,-40.3
2022-05-27 02:45:30.002204+00,0.5
2022-05-27 02:46:00.011481+00,-143.1
2022-05-27 02:46:30.001535+00,-19.5
2022-05-27 02:47:00.001701+00,32.7
2022-05-27 02:47:30.002657+00,22.6
2022-05-27 02:48:00.001974+00,-82.2
2022-05-27 02:48:30.006053+00,-147.4
2022-05-27 02:49:00.003118+00,-147.3
2022-05-27 02:49:30.00156+00,43.3
2022-05-27 02:50:00.006078+00,61.7
2022-05-27 02:50:30.002347+00,59.4
2022-05-27 02:51:00.002051+00,89.4
2022-05-27 02:51:30.001329+00,63.1
2022-05-27 02:52:00.010708+00,-129.7
2022-05-27 02:52:30.001666+00,71.6
2022-05-27 02:53:00.001997+00,85.2
2022-05-27 02:53:30.00139+00,85
2022-05-27 02:54:00.003802+00,72.8
2022-05-27 02:54:30.001902+00,86.7
2022-05-27 02:55:00.012516+00,54.1
2022-05-27 02:55:30.001385+00,-138
2022-05-27 02:56:00.002034+00,-165.8
2022-05-27 02:56:30.001668+00,-126.3
2022-05-27 02:57:00.014917+00,-35.8
2022-05-27 02:57:30.002004+00,-23.6
2022-05-27 02:58:00.011996+00,34.4
2022-05-27 02:58:30.001505+00,56.4
2022-05-27 02:59:00.003627+00,34.9
2022-05-27 02:59:30.001439+00,37.8
2022-05-27 03:00:00.010851+00,-73.4
2022-05-27 03:00:30.001495+00,40.1
2022-05-27 03:01:00.003203+00,58.3
2022-05-27 03:01:30.003436+00,52.6
2022-05-27 03:02:00.009998+00,39.9
2022-05-27 03:02:30.001498+00,49.5
2022-05-27 03:03:00.002457+00,-34.5
2022-05-27 03:03:30.006597+00,-133
2022-05-27 03:04:00.014836+00,60
2022-05-27 03:04:30.003666+00,59.6
2022-05-27 03:05:00.001758+00,71.8
2022-05-27 03:05:30.001373+00,60.1
2022-05-27 03:06:00.011658+00,74.4
2022-05-27 03:06:30.006804+00,77.6
2022-05-27 03:07:00.002392+00,67.7
2022-05-27 03:07:30.001548+00,94.8
2022-05-27 03:08:00.002469+00,76.4
2022-05-27 03:08:30.001658+00,91
2022-05-27 03:09:00.002613+00,80.5
2022-05-27 03:09:30.002649+00,66.6
2022-05-27 03:10:00.011407+00,70.5
2022-05-27 03:10:30.001627+00,68.8
2022-05-27 03:11:00.015107+00,70.6
2022-05-27 03:11:30.001568+00,76.4
2022-05-27 03:12:00.002206+00,21.1
2022-05-27 03:12:30.001473+00,54
2022-05-27 03:13:00.011342+00,25.8
2022-05-27 03:13:30.00558+00,27.4
2022-05-27 03:14:00.013306+00,61.1
2022-05-27 03:14:30.001923+00,78.6
2022-05-27 03:15:00.018182+00,93.1
2022-05-27 03:15:30.001565+00,93.1
2022-05-27 03:16:00.013642+00,100
2022-05-27 03:16:30.001682+00,89
2022-05-27 03:17:00.001844+00,66.2
2022-05-27 03:17:30.002706+00,73.5
2022-05-27 03:18:00.002643+00,31.1
2022-05-27 03:18:30.00162+00,-64.5
2022-05-27 03:19:00.003087+00,68.6
2022-05-27 03:19:30.00273+00,48
2022-05-27 03:20:00.004667+00,37.5
2022-05-27 03:20:30.001646+00,-148.4
2022-05-27 03:21:00.004762+00,51
2022-05-27 03:21:30.001603+00,70.1
2022-05-27 03:22:00.010743+00,56.2
2022-05-27 03:22:30.0019+00,80.7
2022-05-27 03:23:00.011325+00,83.8
2022-05-27 03:23:30.001411+00,81.8
2022-05-27 03:24:00.010813+00,103.9
2022-05-27 03:24:30.006023+00,98.4
2022-05-27 03:25:00.01481+00,99.2
2022-05-27 03:25:30.001487+00,97.7
2022-05-27 03:26:00.00745+00,70.5
2022-05-27 03:26:30.002+00,68.3
2022-05-27 03:27:00.002605+00,37.3
2022-05-27 03:27:30.002645+00,-156.3
2022-05-27 03:28:00.002592+00,-141.5
2022-05-27 03:28:30.001461+00,-156.1
2022-05-27 03:29:00.010714+00,84.5
2022-05-27 03:29:30.001419+00,91.8
2022-05-27 03:30:00.002857+00,77.7
2022-05-27 03:30:30.001564+00,75.6
2022-05-27 03:31:00.001443+00,-93.4
2022-05-27 03:31:30.001396+00,13.4
2022-05-27 03:32:00.01584+00,37.2
2022-05-27 03:32:30.002315+00,33.7
2022-05-27 03:33:00.001959+00,55.4
2022-05-27 03:33:30.001614+00,49.1
2022-05-27 03:34:00.011816+00,76.7
2022-05-27 03:34:30.002083+00,70.9
2022-05-27 03:35:00.001971+00,54.8
2022-05-27 03:35:30.001712+00,70.3
2022-05-27 03:36:00.013714+00,50.4
2022-05-27 03:36:30.00176+00,72.8
2022-05-27 03:37:00.008131+00,91.9
2022-05-27 03:37:30.002195+00,88.5
2022-05-27 03:38:00.021459+00,107
2022-05-27 03:38:30.006328+00,99.2
2022-05-27 03:39:00.009297+00,106.8
2022-05-27 03:39:30.00168+00,88.6
2022-05-27 03:40:00.006392+00,61.5
2022-05-27 03:40:30.002149+00,66.7
2022-05-27 03:41:00.002917+00,10.1
2022-05-27 03:41:30.002372+00,14.5
2022-05-27 03:42:00.00303+00,-149.4
2022-05-27 03:42:30.00139+00,-129.5
2022-05-27 03:43:00.005428+00,-148.2
2022-05-27 03:43:30.0023+00,-51.3
2022-05-27 03:44:00.010116+00,-104.8
2022-05-27 03:44:30.004717+00,-38.4
2022-05-27 03:45:00.002061+00,-26.3
2022-05-27 03:45:30.00185+00,13.9
2022-05-27 03:46:00.018933+00,-9.3
2022-05-27 03:46:30.001517+00,-168.6
2022-05-27 03:47:00.002171+00,-162.4
2022-05-27 03:47:30.002036+00,-134.2
2022-05-27 03:48:00.009165+00,-125.6
2022-05-27 03:48:30.001849+00,-146.4
2022-05-27 03:49:00.004925+00,9.6
2022-05-27 03:49:30.001464+00,13.7
2022-05-27 03:50:00.020491+00,-0.8
2022-05-27 03:50:30.001555+00,-168.4
2022-05-27 03:51:00.002304+00,-159.3
2022-05-27 03:51:30.001353+00,-147.1
2022-05-27 03:52:00.003962+00,-162.3
2022-05-27 03:52:30.001361+00,41.4
2022-05-27 03:53:00.014277+00,43.9
2022-05-27 03:53:30.004047+00,-146.5
2022-05-27 03:54:00.004241+00,32.6
2022-05-27 03:54:30.001383+00,28.6
2022-05-27 03:55:00.017142+00,92.2
2022-05-27 03:55:30.001799+00,99.1
2022-05-27 03:56:00.00713+00,68.5
2022-05-27 03:56:30.00153+00,61.2
2022-05-27 03:57:00.018826+00,-53.5
2022-05-27 03:57:30.002693+00,56.6
2022-05-27 03:58:00.006067+00,64.7
2022-05-27 03:58:30.001549+00,68.1
2022-05-27 03:59:00.004666+00,86.2
2022-05-27 03:59:30.001555+00,86.9
2022-05-27 04:00:00.002437+00,105.3
2022-05-27 04:00:30.001568+00,93.9
2022-05-27 04:01:00.004675+00,63
2022-05-27 04:01:30.001726+00,60.4
2022-05-27 04:02:00.017904+00,7.4
2022-05-27 04:02:30.001539+00,-59
2022-05-27 04:03:00.004651+00,-171.2
2022-05-27 04:03:30.002148+00,-136.3
2022-05-27 04:04:00.00707+00,-151
2022-05-27 04:04:30.001666+00,-148.8
2022-05-27 04:05:00.018283+00,-139.5
2022-05-27 04:05:30.001606+00,-157.6
2022-05-27 04:06:00.012912+00,-129.9
2022-05-27 04:06:30.001484+00,-149.8
2022-05-27 04:07:00.006007+00,-44.2
2022-05-27 04:07:30.002616+00,57.7
2022-05-27 04:08:00.00807+00,-53.9
2022-05-27 04:08:30.001512+00,-146.1
2022-05-27 04:09:00.005719+00,-155.8
2022-05-27 04:09:30.001513+00,-144.9
2022-05-27 04:10:00.001999+00,-145.8
2022-05-27 04:10:30.005495+00,-166
2022-05-27 04:11:00.004157+00,-146.6
2022-05-27 04:11:30.001708+00,-24.2
2022-05-27 04:12:00.00271+00,-143.2
2022-05-27 04:12:30.001426+00,-148.4
2022-05-27 04:13:00.001953+00,-169.2
2022-05-27 04:13:30.002092+00,-96.3
2022-05-27 04:14:00.01704+00,51.3
2022-05-27 04:14:30.001953+00,49.1
2022-05-27 04:15:00.015199+00,60.5
2022-05-27 04:15:30.001544+00,73.2
2022-05-27 04:16:00.014186+00,84.1
2022-05-27 04:16:30.001557+00,9.5
2022-05-27 04:17:00.016736+00,-142.1
2022-05-27 04:17:30.002483+00,-149.6
2022-05-27 04:18:00.00311+00,34.9
2022-05-27 04:18:30.002302+00,66.1
2022-05-27 04:19:00.014913+00,55.2
2022-05-27 04:19:30.003631+00,71.5
2022-05-27 04:20:00.010766+00,52.1
2022-05-27 04:20:30.001722+00,-161.9
2022-05-27 04:21:00.002476+00,-132.3
2022-05-27 04:21:30.002679+00,-76.1
2022-05-27 04:22:00.004172+00,-138.6
2022-05-27 04:22:30.001325+00,37.1
2022-05-27 04:23:00.002077+00,48.5
2022-05-27 04:23:30.003232+00,6.6
2022-05-27 04:24:00.009509+00,28
2022-05-27 04:24:30.004931+00,24.3
2022-05-27 04:25:00.004835+00,-145.3
2022-05-27 04:25:30.001533+00,-153.3
2022-05-27 04:26:00.001947+00,-11.8
2022-05-27 04:26:30.001596+00,3
2022-05-27 04:27:00.018616+00,45.7
2022-05-27 04:27:30.006177+00,45
2022-05-27 04:28:00.008389+00,-69.3
2022-05-27 04:28:30.001535+00,49.5
2022-05-27 04:29:00.001458+00,-184.5
2022-05-27 04:29:30.001585+00,-140.2
2022-05-27 04:30:00.002426+00,-156.4
2022-05-27 04:30:30.004424+00,-139.7
2022-05-27 04:31:00.013834+00,-148.6
2022-05-27 04:31:30.001623+00,-144
2022-05-27 04:32:00.002886+00,-152.8
2022-05-27 04:32:30.001527+00,-72.5
2022-05-27 04:33:00.014715+00,-128.2
2022-05-27 04:33:30.001676+00,-132.5
2022-05-27 04:34:00.015496+00,-187.8
2022-05-27 04:34:30.001477+00,-147.4
2022-05-27 04:35:00.010488+00,-166.8
2022-05-27 04:35:30.002185+00,-137.9
2022-05-27 04:36:00.01149+00,-149.3
2022-05-27 04:36:30.001459+00,-151.5
2022-05-27 04:37:00.002026+00,-152.3
2022-05-27 04:37:30.00137+00,-156.7
2022-05-27 04:38:00.016443+00,-140.8
2022-05-27 04:38:30.001455+00,-151.6
2022-05-27 04:39:00.003114+00,7.3
2022-05-27 04:39:30.00226+00,61.4
2022-05-27 04:40:00.006948+00,-26.4
2022-05-27 04:40:30.002447+00,-141.4
2022-05-27 04:41:00.003729+00,-159.8
2022-05-27 04:41:30.002698+00,-149.6
2022-05-27 04:42:00.001658+00,-155.9
2022-05-27 04:42:30.001531+00,-158.1
2022-05-27 04:43:00.003183+00,-141.9
2022-05-27 04:43:30.00148+00,-151.7
2022-05-27 04:44:00.003363+00,27.1
2022-05-27 04:44:30.002539+00,46.8
2022-05-27 04:45:00.016+00,69.5
2022-05-27 04:45:30.001513+00,100.6
2022-05-27 04:46:00.002197+00,93.7
2022-05-27 04:46:30.001562+00,122.5
2022-05-27 04:47:00.001955+00,116.3
2022-05-27 04:47:30.001483+00,108.9
2022-05-27 04:48:00.015232+00,121.1
2022-05-27 04:48:30.002339+00,91.5
2022-05-27 04:49:00.002352+00,58.4
2022-05-27 04:49:30.003014+00,-125.2
2022-05-27 04:50:00.001645+00,-152.3
2022-05-27 04:50:30.001335+00,-143
2022-05-27 04:51:00.015069+00,-146.6
2022-05-27 04:51:30.001495+00,-132.6
2022-05-27 04:52:00.001471+00,-137.3
2022-05-27 04:52:30.006564+00,-72.9
2022-05-27 04:53:00.010744+00,-126.2
2022-05-27 04:53:30.001643+00,-34.5
2022-05-27 04:54:00.004649+00,13.8
2022-05-27 04:54:30.002169+00,-1.5
2022-05-27 04:55:00.002035+00,-18.1
2022-05-27 04:55:30.001756+00,-48.5
2022-05-27 04:56:00.020184+00,-145.1
2022-05-27 04:56:30.004228+00,-116.9
2022-05-27 04:57:00.010196+00,29.1
2022-05-27 04:57:30.004859+00,29.8
2022-05-27 04:58:00.002296+00,35.2
2022-05-27 04:58:30.001735+00,-128.9
2022-05-27 04:59:00.002381+00,-6
2022-05-27 04:59:30.001421+00,-7.5
2022-05-27 05:00:00.013532+00,-76.7
2022-05-27 05:00:30.005985+00,-147.5
2022-05-27 05:01:00.017807+00,-101
2022-05-27 05:01:30.001578+00,-16.3
2022-05-27 05:02:00.018445+00,-93.6
2022-05-27 05:02:30.002029+00,-29.4
2022-05-27 05:03:00.00191+00,-149.8
2022-05-27 05:03:30.002628+00,-159.9
2022-05-27 05:04:00.004882+00,-5.5
2022-05-27 05:04:30.00167+00,-175.2
2022-05-27 05:05:00.010207+00,4.8
2022-05-27 05:05:30.002689+00,-101.8
2022-05-27 05:06:00.017079+00,26.8
2022-05-27 05:06:30.006123+00,64.3
2022-05-27 05:07:00.002696+00,50.3
2022-05-27 05:07:30.0015+00,11.4
2022-05-27 05:08:00.018075+00,-108
2022-05-27 05:08:30.001649+00,-75
2022-05-27 05:09:00.010894+00,-58
2022-05-27 05:09:30.003393+00,-14
2022-05-27 05:10:00.018442+00,23.9
2022-05-27 05:10:30.001674+00,44.1
2022-05-27 05:11:00.002339+00,1.7
2022-05-27 05:11:30.001432+00,54.7
2022-05-27 05:12:00.007913+00,52.5
2022-05-27 05:12:30.001486+00,77.1
2022-05-27 05:13:00.006562+00,-35.7
2022-05-27 05:13:30.005032+00,-161.2
2022-05-27 05:14:00.00462+00,-61.1
2022-05-27 05:14:30.001404+00,-163.4
2022-05-27 05:15:00.002752+00,-139.4
2022-05-27 05:15:30.00265+00,-145.5
2022-05-27 05:16:00.001928+00,-138.6
2022-05-27 05:16:30.002866+00,-151.5
2022-05-27 05:17:00.010974+00,-158.3
